Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Jackson Financial","JXN","NA","8931.39","131.87","818723","-4.98","-.34","25.7","82.48","9.01","104.31","23.93","140.63","90.62","175","Finance","Insurance - Life Insurance","1.59"
"Kayne Anderson BDC, Inc.","KBDC","5","864.43","13.09","328525",".46","-2.68","-6.23","4.73","-19.41","10.66","49.34","15.71","12.96","91","Finance","Financial - SBIC & Commercial Industry","31.54"
"KB Home","KBH","5","2934.28","47.86","1283735","-3.45","-13.98","-23.6","13.23","-25.2","-10.01","5.38","66.36","45.04","236","Construction","Building Products - Home Builders","4.94"
"KBR","KBR","3","4505.66","35.74","1146673","-2.88","-5.17","6.02","29.2","-21.62",".57","6.55","49.51","30.06","156","Construction","Engineering - R and D Services","5.49"
"Kingsoft Cloud","KC","2","3102.76","10.27","1246030","4.48","-1.44","15.39","17.55","-12.44","28.16","-3.27","18.21","8.58","85","Computer and Technology","Internet - Software","-5.49"
"Kyndryl Holdings, Inc.","KD","3","2657.38","12.2","3387072","-10.1","-4.31","8.73","7.68","-59.5",".23","1.5","31.56","10.59","156","Business Services","Technology Services",".58"
"Keurig Dr Pepper","KDP","3","41668.49","30.62","9295348","-3.04","-5.81","-8.6","64.88","-3.62","8.16","14.68","33.5","25.3","201","Consumer Staples","Beverages - Soft drinks","7.1"
"Keel Infrastructure Corp","KEEL","3","2513.52","4.07","33667928","17.97","25.23","-29.59","47.73","52.69","18.87","-168.81","6.66","1.71","156","Business Services","Technology Services","-230.59"
"Korea Electric Power","KEP","5","14418.51","11.23","974148","-2.85","-.71","-9.29","1.8","-40",".15","8.15","23.26","11.01","153","Utilities","Utility - Electric Power","8.15"
"Kirby","KEX","3","7161.26","135.63","367128","-2.07","-2.23","-1.31","76.65","8.53","3.01","10.18","152.59","79.95","59","Transportation","Transportation - Shipping","10.18"
"KeyCorp","KEY","3","22270.97","20.87","12457458","-4.83","-4.57","-9.85","56.73","-10.86","21.57","25.35","23.99","16.78","175","Finance","Banks - Major Regional","17.83"
"Keysight Technologies","KEYS","1","58228.81","342.03","1076629","8.59","10.1",".56","85.36","48.4","7.95","26.36","373.34","159.49","22","Computer and Technology","Electronics - Measuring Instruments","19.08"
"KornFerry International","KFY","3","4188.48","76.77","515346","-2.05","-9.39","8.86","64.43","2.52","6.43","9.69","86.28","59.54","188","Business Services","Staffing Firms","9.36"
"Kinross Gold","KGC","3","32918.42","27.79","6993054","-1.38","-15.74","16.86","34.98","-13","36.95","35.9","38.07","22.26","202","Basic Materials","Mining - Gold","37.52"
"Kodiak Gas Services, Inc.","KGS","3","5686.09","56.24","1812885","-.67","-4.97","-24.44","53.76","32.57","12.83","12.42","76.27","32.95","64","Oils-Energy","Oil and Gas - Mechanical and and Equipment","5.77"
"Kraft Heinz Company","KHC","3","28898.53","24.37","23507908",".41","-5.06",".74","49.3","-11.4","-3.5","11.51","27.62","21.21","210","Consumer Staples","Food - Miscellaneous","-13.64"
"Kimco Realty","KIM","3","15119.59","22.54","5684957","-2.93","-6.94","-12.74","41.82","-1.97","5.06","27.76","26.38","19.78","184","Finance","REIT and Equity Trust - Retail","27.76"
"KKR & Co.","KKR","3","90508.59","100.83","3331876","-1.41","-6.05","13.37","25.89","-30.27","-11.04","82.52","149.34","83.88","168","Finance","Financial - Investment Management","14.41"
"KLA","KLAC","2","240365.41","183.97","9074042","8.8","1.32","-33.92","42.12","33.48","11.71","36.52","301.71","98.28","47","Computer and Technology","Electronics - Miscellaneous Products","35.57"
"Klarna Group plc","KLAR","3","5164.31","13.68","5778844","-4","-3.05","-32.41","4.31","-58.28","24.83","-3.54","44.99","12.27","184","Business Services","Financial Transaction Services","-3.54"
"KinderCare Learning Companies, Inc.","KLC","4","271.4","2.29","589543","-3.78","-12.26","-46.87","8.33","-53.27","2.64","1.59","7.24","1.84","203","Consumer Discretionary","Schools","-17.23"
"Kulicke and Soffa Industries","KLIC","1","4399.83","84.08","628865","5.83",".68","-34.88","49.52","62.7","-7.38","15.19","133.81","35.29","24","Computer and Technology","Electronics - Manufacturing Machinery","12.18"
"KimberlyClark","KMB","3","32506.28","97.74","4528118","-1.36","-12.24","-11.07","14.45","-14.59","-18","14.94","125.51","93.05","178","Consumer Staples","Consumer Products - Staples","11.79"
"Kinder Morgan","KMI","3","70634.16","31.72","12419290","2.45","2.32","-1.7","69.42","1.73","12.17","18.92","34.31","25.84","106","Oils-Energy","Oil and Gas - Production and Pipelines","19.31"
"Kemper","KMPR","3","1564.41","26.55","863249","-4.84","-4.01","-2.78","12.19","-42.26","3.26","1.6","52.83","22.9","89","Finance","Insurance - Multi line","-10.84"
"Kennametal","KMT","1","2251.21","29.47","1309787",".17",".58","-15.37","39.53","-8.55","19.82","15","43.27","20.45","64","Industrial Products","Manufacturing - Tools & Related Products","14.53"
"Kestra Medical Technologies, Ltd.","KMTS","3","1475.35","24.77","368239","2.95","-7.95","-2.29","65.84","-17.66","59.03","-139.65","28.35","17.87","98","Medical","Medical - Products","-140.43"
"CarMax","KMX","3","8210.98","57.86","1671032","-6.21","-7.87","8.86","80.92","32.01","-1.79","1.53","64.22","30.88","75","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".84"
"Knowles","KN","2","3075.63","36.01","674150","4.05","10.46","-11.91","69.32","48.14","7.17","17.75","42.8","20.67","31","Computer and Technology","Communication - Components","10.63"
"Knife River Corporation","KNF","5","3145.26","55.41","934339","-1.88","-12.96","-35.56","2.45","-30.56","8.52","4.23","93.97","54.44","168","Construction","Building Products - Miscellaneous","4.23"
"Kiniksa Pharmaceuticals International, plc","KNSA","3","6096.02","78.13","516461","2.02","-1.57","25.19","93.87","66.98","60.09","9.59","80.92","35.42","165","Medical","Medical - Biomedical and Genetics","9.59"
"KINETIK HLDGS","KNTK","2","8645.07","53.24","1171848","-2.4","-2.67","7.73","92.06","30.2","18.98","26.83","55.1","31.68","87","Oils-Energy","Oil and Gas - Field Services","26.19"
"KnightSwift Transportation","KNX","2","10842.8","66.62","3389145","-2.65","-3.62","-14.79","63.62","12.34",".8","2.75","82.45","38.94","50","Transportation","Transportation - Truck",".56"
"Coca-Cola","KO","3","374838.06","87.12","15069430","-2.5","-5.29","5.41","81.5","9.86","1.87","27.84","91.99","65.67","201","Consumer Staples","Beverages - Soft drinks","28.56"
"Kodak","KODK","3","955.57","9.76","864745","6.78",".83","3.5","45.53","1.71","2.49","-8.28","14.51","5.79","47","Computer and Technology","Electronics - Miscellaneous Products","-8.28"
"Kopin","KOPN","3","901.48","4.85","3388827","11.49","2.32","12.27","66.34","82.73","-21.88","18.26","6.39","1.82","47","Computer and Technology","Electronics - Miscellaneous Products","18.26"
"Kosmos Energy","KOS","2","1566.13","2.63","11102850","-9.93","-8.04","26.44","73.33","155.53","-22.91","-7.36","3.27",".87","204","Oils-Energy","Oil and Gas - Exploration and Production - International","-33.98"
"The Kroger Co.","KR","3","35252.24","59.69","6876405","-2","1.03","6.76","20.73","-15.78",".35","2.11","75.6","55.53","87","Retail-Wholesale","Retail - Supermarkets",".73"
"Kilroy Realty","KRC","3","4023.13","34.59","1309356","-.92","-6.21","-9.92","41.09","-18.4","-2.02","15.47","44.44","27.72","156","Finance","REIT and Equity Trust - Other","15.47"
"KKR Real Estate Finance Trust","KREF","3","395.99","6.76","582986","-5.45","-9.99","-4.25","23.28","-27.5","-22.85","-11.33","9.66","5.88","221","Finance","REIT and Equity Trust","-47.33"
"Kite Realty Group Trust","KRG","3","5048.74","25.2","2033339","-3.15","-4.04","-12.8","45.53","-7.31",".3","41.8","29.83","21.33","184","Finance","REIT and Equity Trust - Retail","41.8"
"Karman Holdings Inc.","KRMN","3","4666.51","35.21","3615080","1.35","-31.46","-25.24","1.01","-57.58","36.57","10.4","115.29","34.39","43","Aerospace","Aerospace - Defense Equipment","6.31"
"Kearny Financial","KRNY","3","622.02","9.58","566856","-2.05","-2.44","3.34","85.79","13.98","1.05","20.93","10.13","6.26","95","Finance","Financial - Savings and Loan","10.45"
"Kronos Worldwide","KRO","2","928.84","8.07","367902",".25","-7.35","27.49","81.66","60.97","-1.47","-4.82","8.91","4.33","153","Basic Materials","Chemical - Diversified ","-5.63"
"Kimbell Royalty","KRP","1","1656.32","14.44","898636","-2.7","-6.6",".07","72.47","8.25","7.93","27.17","15.61","11.36","1","Oils-Energy","Oil and Gas - Royalty Trust - United States","27.17"
"Joint Stock Company Kaspi.kz Sponsored ADR","KSPI","3","18328.13","96.45","646919","-4.01","-9.4","10.32","69.18","8.83","59.58","24","108.75","68.84","184","Business Services","Financial Transaction Services","24"
"Kohl's","KSS","1","1976.15","17.43","4577479","1.51","-4.75","-5.53","43.96","-24.71","-4.28","1.77","24.71","11.72","23","Retail-Wholesale","Retail - Regional Department Stores","1.75"
"KT","KT","3","9378.65","19.45","1125349","-2.6","2.64","11.52","30.08","-9.61","2.63","4.72","24.54","17.26","209","Computer and Technology","Wireless Non-US ","4.72"
"Kontoor Brands","KTB","2","3629.55","66.41","760843","-1.5","-20.21","-19","29.1","-4.16","20.9","10.67","88.17","57.48","180","Consumer Discretionary","Textile - Apparel","8.21"
"Kratos Defense & Security Solutions","KTOS","3","9121.38","48.59","3209832","2.12","-8.44","3.49","5.42","-43.57","18.53","8.07","130.72","43.88","43","Aerospace","Aerospace - Defense Equipment","2.03"
"KULR Technology Group","KULR","4","112","2.42","609653","1.68","-6.2","-39.35","11.63","-27.92","50.59","-377.74","5.46","2.02","47","Computer and Technology","Electronics - Semiconductors","-607.65"
"Kura Oncology","KURA","3","1031.94","11.6","1972015",".35","-6.45","5.74","67.85","-1.57","25.24","-384.3","13.59","7.4","165","Medical","Medical - Biomedical and Genetics","-384.3"
"Kenvue Inc.","KVUE","3","33940.07","17.67","26602580","-1.34","-9.06","-7.34","62.24","-9.69","-2.14","14.66","19.83","14.11","178","Consumer Staples","Consumer Products - Staples","10.76"
"Klaviyo, Inc.","KVYO","3","4504.39","15.82","6173790","-9.08","-13.08","5.96","12.84","-57.05","31.63","17.14","35.92","12.86","85","Computer and Technology","Internet - Software",".49"
"Kawasaki Heavy Industries","KWHIY","NA","13439.4","6.13","329733","2.17","-5.4","-15.57","26.23","2.34","9.8","4.74","9.58","4.9","85","Industrial Products","Manufacturing - General Industrial ","4.74"
"Kyivstar Group Ltd.","KYIV","3","3109.29","13.41","380607","-1.83",".3","-12.87","59.65","-8.92","25.9","25.39","16.17","9.33","106","Utilities","Wireline Non-US","12.73"
"Kymera Therapeutics","KYMR","3","9784.33","117.67","677678","2.65","-2.79","7.64","87.67","33.33","-16.7","-281.66","127.31","49.13","165","Medical","Medical - Biomedical and Genetics","-285.33"
"Loews","L","NA","21822.66","106.75","894885","-2.24","-4.22","-6.1","44.3","-10.63","5.39","9.02","119.4","96.69","89","Finance","Insurance - Multi line","9.02"
"Ladder Capital Corp","LADR","4","1198.88","9.45","1053649","-1.77","-5.69","-7.44","1","-24.19","-23","50.44","11.42","9.43","221","Finance","REIT and Equity Trust","12.62"
"Lamar Advertising","LAMR","3","14834.39","146.08","452464","-2.47","-4.32","-6.59","62.15","1.74","2.68","23.9","164.33","116.11","156","Finance","REIT and Equity Trust - Other","23.9"
"Gladstone Land","LAND","3","414.11","9.6","756172","2.02","8.72","11.5","34.69","-7.5","3.66","-7.31","12.5","8.06","156","Finance","REIT and Equity Trust - Other","-7.31"
"nLight","LASR","3","2318.57","40.19","1161100","4.53","-8.89","-38.21","21.35","-5.54","31.62","10.79","84.95","28.04","47","Computer and Technology","Electronics - Semiconductors","-4.02"
"Laureate Education","LAUR","3","4997.55","36.28","930794","1.26","-2.76","-.22","63.93","-5","8.64","14.46","40.46","28.87","203","Consumer Discretionary","Schools","17.57"
"Lazard, Inc.","LAZ","4","4032.8","36.48","1671435","-8.2","-17.22","-9.64","3.4","-33.77","1.54","6.83","57.22","35.75","102","Finance","Financial - Miscellaneous Services","6.95"
"Loblaw Companies Limited","LBLCF","NA","51080.8","44.28","397141","-2.42","-.27","-4.18","28.15","-13.68","2.71","4.41","50.26","41.94","178","Consumer Staples","Consumer Products - Staples","4.28"
"LIBERTY ENERGY","LBRT","3","3076.16","18.85","3202062","-3.48","2","-28.25","34.38","-9.98","-7.16",".55","33.93","10.95","87","Oils-Energy","Oil and Gas - Field Services","2.92"
"Liberty Global Ltd","LBTYA","4","3407.47","9.99","2118832","-5.75","-6.81","-13.51","8.98","-20.94","12.36","-62.12","13.03","9.69","163","Utilities","Diversified Communication Services","-62.12"
"Liberty Global Ltd","LBTYK","NA","3346.07","9.81","1650606","-5.67","-6.48","-11.46","7.14","-21.66","12.36","-62.12","12.67","9.59","106","Consumer Discretionary","Broadcast Radio and Television","-62.12"
"Lucid Group","LCID","3","1694.5","4.3","12253078","3.37","-15.52","-33.95","1.25","-64.14","67.58","-249.21","24.77","4.04","44","Auto-Tires-Trucks","Automotive - Domestic","-249.21"
"Lineage Cell Therapeutics","LCTX","4","255.44","1.01","1076190","-5.61","-7.34","-25.19","NA","-46.68","53.24","-246.58","1.96","1.01","165","Medical","Medical - Biomedical and Genetics","-246.58"
"Leidos","LDOS","3","16091.87","128.23","1227648","-3.46","-7.37","27.67","28.36","-37.33","3.07","8.87","199.55","100","102","Computer and Technology","Computers - IT Services","7.8"
"Lear","LEA","3","5929.82","120.22","634535","-6.71","-2.18","-10.14","45.16","-7.51","-.2","3.15","148.68","96.78","102","Auto-Tires-Trucks","Automotive - Original Equipment","2.35"
"Lincoln Electric","LECO","3","14079.93","258.32","442130","2.81","-8.48","-2.21","48.16","-4.97","5.6","13.02","298.88","220.64","64","Industrial Products","Manufacturing - Tools & Related Products","12.35"
"Legend Biotech","LEGN","3","3590.55","18.53","1946474","NA","-11.51","-36.95","9.58","-24.86","64.04","-7.21","36.28","16.65","165","Medical","Medical - Biomedical and Genetics","-7.21"
"Lennar","LEN","5","18809.09","78.08","3862708","-2.39","-11.43","-14.06","2.91","-33.04","-3.54","4.21","133.13","76.43","236","Construction","Building Products - Home Builders","4.09"
"Centrus Energy","LEU","3","3089.7","154.85","776694","5.88","-12.58","-3.37","5.33","-43.76","1.52","10.23","436","139.01","221","Basic Materials","Mining - Non Ferrous","10.23"
"Levi Strauss & Co.","LEVI","3","7627.74","19.82","2193251","-2.03","-8.75","-19.04","25.07","-15.75","-1.15","8.7","25.53","17.91","101","Retail-Wholesale","Retail - Apparel and Shoes","9.66"
"LifeMD","LFMD","3","155.45","3.225","776867","-6.25","2.71","-23.21","13.51","-16.62","-8.66","-10.19","6.97","2.64","78","Medical","Medical Services",".1"
"LifeStance Health Group","LFST","2","4841.89","12.67","5311303","-5.31","4.19","22.53","91.71","58.67","13.85","3.19","13.38","4.81","71","Medical","Medical - Outpatient and Home Healthcare","3.19"
"Legence Corp.","LGN","1","5899.84","54.59","823500","3.43","-3.17","-32.27","34.28","11.82","21.53","1.02","102.27","29.72","156","Construction","Engineering - R and D Services","-1.2"
"Labcorp Holdings Inc.","LH","3","26032.29","320.99","706750","1.8","-5.41","14.81","80.21","12.8","7.25","10.11","339.34","246.64","78","Medical","Medical Services","6.99"
"L3Harris Technologies","LHX","3","45981.98","246.93","1601729","-.8","-6.05","-14.67","1.05","-25.85","2.53","9.41","378.48","245.54","102","Aerospace","Aerospace - Defense","8.17"
"Li Auto","LI","5","11370.03","11.52","2927880","-5.34","-7.69","-3.11","NA","-40.01","-18.85","-4.44","26.07","11.52","156","Auto-Tires-Trucks","Automotive - Foreign","-4.44"
"Life360, Inc.","LIF","2","3346.4","41.07","544346","-7.25","-7.29","-28.67","4.08","-43.55","31.76","13.4","110.89","38.1","106","Industrial Products","Security and Safety Services","25.73"
"Lennox International","LII","4","12567.64","363.64","484005","-.51","-8.89","-36.07","2.13","-33.98","-2.73","14.86","572.95","359.08","29","Construction","Building Products - Air Conditioner and Heating","14.61"
"Liberty Latin America","LILA","4","1718.04","8.77","344537","-1.13","4.16","13.45","97.3","4.63","-.33","-2.2","8.88","4.8","218","Computer and Technology","Wireless National","-2.2"
"Liberty Global","LILAK","NA","1723.92","8.8","1207621","NA","5.39","15.33","96.74","4","-.33","-2.2","8.94","4.79","218","Computer and Technology","Wireless National","-2.2"
"Linde PLC","LIN","3","210898.42","457.5","1867353","-1.49","-6.64","-10.48","43.32","-5.41","2.97","22.75","546.64","389.38","98","Basic Materials","Chemical - Specialty","20.43"
"Lincoln Educational Services","LINC","3","798.75","25.18","794711",".84","1.41","-48.94","19.48","-8.08","17.76","4.99","55.68","17.8","203","Consumer Discretionary","Schools","3.99"
"Lindblad Expeditions","LIND","3","1856.38","28.29","855638","8.81","-11.32","-.21","73.12","72.96","19.59",".16","34.48","11.45","181","Consumer Discretionary","Leisure and Recreation Services","-2.08"
"Lineage, Inc.","LINE","3","8543.68","37.52","804944","-3.07","-8.04","-16.81","43.01","-5.49",".28","-3.15","45.1","31.8","156","Finance","REIT and Equity Trust - Other","-3.15"
"Lionsgate Studios Corp.","LION","3","3415.2","11.48","2526447","-1.29","-.61","-26.55","53.1","10.85","-17.64","2.69","16.4","5.91","181","Consumer Discretionary","Media Conglomerates","-4.1"
"Lumentum","LITE","2","85617.75","954.49","4226938","14.31","14.98","12.11","89.09","128.3","83.22","25.96","1053.09","149.61","31","Computer and Technology","Communication - Components","-230.15"
"LivaNova","LIVN","3","4306.66","78.17","594728","-3.05","-.12","-5.89","79.99","12","10.75","15.95","85.32","49.57","95","Medical","Medical - Instruments","12.82"
"Luckin Coffee","LKNCY","2","9971.66","34.77","1145503","-.29","-.66","23.74","46.22","-8.5","48.92","8.16","43.03","27.67","201","Consumer Staples","Beverages - Soft drinks","6.78"
"LKQ","LKQ","5","5869.65","23.2","3165487","-2.32","-9.87","-11.18","6.07","-32.27","-4.9","5.17","34.8","22.45","235","Auto-Tires-Trucks","Automotive - Replacement Parts","3.37"
"Eli Lilly","LLY","3","1096577.38","1164.89","2292232","2.34","-6.58","-5.29","79.59","-4.44","44.7","35.45","1280.34","714.59","106","Medical","Large Cap Pharmaceuticals","33.53"
"Limbach","LMB","5","622.6","52.21","431727","2.01","25.17","-33.79","15.08","-40.87","24.68","6.59","114.11","41.22","168","Construction","Building Products - Miscellaneous","4.42"
"Lemonade","LMND","3","3704.2","47.86","886115","-4.34","-11.12","-23.03","1.56","-40.72","40.15","-14.2","96.57","47.09","89","Finance","Insurance - Multi line","-14.2"
"Lockheed Martin","LMT","2","123565.38","535.4","1094032","1.14","-5.09","6.64","40.51","-2.41","5.64","8.65","676.7","439.19","102","Aerospace","Aerospace - Defense","8.16"
"Lincoln National","LNC","2","7979.52","41.68","1908977","-5.36","-1.65","13.94","63.08","-17.48","-1.25","8.69","47","32.59","175","Finance","Insurance - Life Insurance","12.21"
"Cheniere Energy","LNG","3","56792.77","274.98","2137245",".26","-2.07","12.71","79.71","24.71","27.21","15.41","296.91","188.83","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","13.57"
"Alliant Energy","LNT","4","16845.73","64.97","2022866","-2.91","-5.04","-15.82","8.35","-11.89","9.57","18.65","78.03","63.78","153","Utilities","Utility - Electric Power","18.45"
"Lantheus","LNTH","NA","6545.51","100.28","950372","-.04","-.52","-8.49","82.48","32.85",".5","25.52","110.94","50.11","98","Medical","Medical - Products","17.69"
"Loar Holdings Inc.","LOAR","1","6064.46","64.73","664968",".29","-10.99","-18.83","39.01","-16.08","23.2","21.65","81.9","53.75","43","Aerospace","Aerospace - Defense Equipment","11.6"
"Logitech International","LOGI","3","15409.43","105.12","687336","4.74","8.14","6.58","47.2","-7.53","6.28","19.05","126.69","85.84","221","Computer and Technology","Computer - Peripheral Equipment","16.28"
"Loma Negra Compania Industrial Argentina","LOMA","3","1122.62","9.62","324245",".1","-.21","-16.71","41.57","-34.51","-9.74","5.05","13.12","7.13","236","Construction","Building Products - Home Builders","5.05"
"Grand Canyon Education","LOPE","3","3924.09","150.55","337245","-1.91","1.96","6.21","16.5","-20.19","7.07","23.01","220.55","136.72","203","Consumer Discretionary","Schools","19.63"
"Lovesac","LOVE","3","195.58","13.56","307294","-7.69","-14.45","-19.09","37.01","-18.95","2.42",".76","18.7","10.54","190","Retail-Wholesale","Retail - Home Furnishings","2.56"
"Lowe's Companies","LOW","4","107150.09","190.98","3022315","-3.63","-11.98","-13.05","NA","-30.18","3.12","7.74","287.39","190.98","190","Retail-Wholesale","Retail - Home Furnishings","7.34"
"Dorian LPG","LPG","NA","2423.21","56.64","567901","2.28","10.37","60.73","95.14","105.16","36.27","50.08","58.31","23.93","59","Transportation","Transportation - Shipping","55"
"LG Display Co.","LPL","3","3040","3.04","2047760","-2.88","-7.6","-23.43","8.42","-36.34","-6.89","-5.26","5.76","2.79","221","Computer and Technology","Computer - Peripheral Equipment","-5.26"
"LPL Financial","LPLA","3","26162.91","332.26","582562","-3.88","-8.76","23.41","52.12","-17.99","37.18","9.05","393.25","265.86","79","Finance","Financial - Investment Bank","5.13"
"LightPath Technologies","LPTH","3","714.37","10.2","3600866","11.97","-22.9","-29.99","33.58","-16.74","92.79","-8.27","18.15","6.18","39","Computer and Technology","Electronics - Miscellaneous Components","-28.65"
"LouisianaPacific","LPX","5","4548.52","65.05","1040531","-2.61","-10.42","-19.23",".89","-28.99","-7.92","3.32","98.57","64.75","196","Construction","Building Products - Wood","2.19"
"Liquidia Corporation","LQDA","4","5946.08","66.43","1131468","1.72","-5.46","-11.57","64.47","69.81","1031.18","30.74","91.03","21.8","165","Medical","Medical - Biomedical and Genetics","30.74"
"Lam Research","LRCX","2","378249.28","302.28","8317213","10.53","-2.54","-26.44","57.31","55.68","26.02","31.57","433.33","126.32","47","Computer and Technology","Electronics - Semiconductors","31.27"
"Stride","LRN","4","3304.01","79.5","685858","-3.87","-6.55","-7.93","19.98","7.94","4.69","14.81","153.53","61.02","203","Consumer Discretionary","Schools","13.43"
"Lattice Semiconductor","LSCC","3","16062.8","117.24","1518184","10.09","2.71","-20.13","59.34","40.47","2.72","32.75","155.27","61.73","47","Computer and Technology","Electronics - Semiconductors","5.58"
"Lightspeed POS","LSPD","4","1317.23","9.56","519334","-5.44","-9.47","-7.09","23.47","-30.23","13.95","5.73","13.44","8.37","85","Computer and Technology","Internet - Software","-7.81"
"Landstar System","LSTR","3","5780.14","170.32","315338","-1.03","-5.34","-18.47","47.42","4.49","-1.57","3.47","225.37","120.68","50","Transportation","Transportation - Truck","2.64"
"LTC Properties","LTC","3","2311.47","42.88","541072",".56","6.09","11.44","93.49","9.96","25.26","126.42","43.5","33.98","156","Finance","REIT and Equity Trust - Other","38.84"
"Life Time Group Holdings","LTH","2","8918.37","39.91","2917753","-3.9","-12.73","-3.37","72.47","32.38","14.28","11.86","45.73","24.59","181","Consumer Discretionary","Leisure and Recreation Services","13.07"
"LATAM Airlines Group","LTM","4","15305.73","53.31","784422","4.92",".28","-9.18","43.64","-12.98","12.95","9.95","68.46","41.58","233","Transportation","Transportation - Airline","9.69"
"Lantronix","LTRX","4","288.64","6.18","1408520","22.38","7.67","9.38","42.82","-7.02","-1.65","5.3","8.45","4.48","79","Computer and Technology","Computer - Networking","-3.46"
"lululemon athletica","LULU","5","11733.17","101.3","7887900","1","-17.5","-11.37","4.44","-57.02","4.86","11.91","215.88","95.98","180","Consumer Discretionary","Textile - Apparel","12.78"
"Lumen Technologies","LUMN","3","6663.14","6.46","13061074","-8.11","13.93","-18.84","12.97","-26.7","-5.39","-4.29","11.83","5.66","163","Utilities","Diversified Communication Services","-8.65"
"Intuitive Machines, Inc.","LUNR","4","3598.69","15.72","6328007","13.26","-5.64","-25.04","20.37","-14.61","-7.87","-13.06","45.7","8.05","102","Aerospace","Aerospace - Defense","-26.64"
"Southwest Airlines","LUV","3","20434.23","41.77","5326476","5.69","2.6","-19.05","48.15","-10.9","2.11","3.49","54.8","29.67","233","Transportation","Transportation - Airline","2.78"
"LuxExperience B.V. - Sponsored ADR","LUXE","5","827.85","9.66","318293","29.84","23.69","28.8","76.71","1.99","113.86","-4.51","10.51","6.86","180","Consumer Discretionary","Textile - Apparel","-6.54"
"Las Vegas Sands","LVS","4","26076.45","40.26","5676898","-5.05","-14.29","-13.18",".95","-45.47","15.22","15.39","69.49","39.98","156","Consumer Discretionary","Gaming","12.59"
"LiveWire Group, Inc.","LVWR","NA","314.28","1.53","562002","39.09","20.47","21.43","15.85","-69.48","-3.61","-234.48","6.21",".65","44","Auto-Tires-Trucks","Automotive - Domestic","-234.48"
"Lamb Weston","LW","3","6501.58","47.29","1360577","-2.01","-13.7","7.21","31.36","-.47","2.5","6.35","66.57","38.48","210","Consumer Staples","Food - Miscellaneous","4.39"
"Luxfer","LXFR","4","465.36","17.24","380959","-.12",".7","-5.27","75.69","12.34","-1.86","8.48","19.08","11.51","85","Industrial Products","Manufacturing - General Industrial ","2.2"
"LXP Industrial Trust","LXP","3","3588.14","60.86","766259",".08","-.43","10.11","98.3","8.22","-2.3","18.66","61.15","44.05","106","Finance","REIT and Equity Trust - Residential","18.66"
"Lexicon Pharmaceuticals","LXRX","3","907.71","2.04","2500622","3.03","-12.07","-22.73","60","56.39","60.24","-136.89","2.64","1.14","165","Medical","Medical - Biomedical and Genetics","-147.38"
"Lsb Industries","LXU","3","751.65","10.44","762947","-5.61","-2.61","-2.79","29.39","8.28","17.77","5.58","16.88","7.76","153","Basic Materials","Chemical - Diversified ","5.58"
"LyondellBasell Industries","LYB","3","19459.81","60.24","3402598","-4","-7.61","12.35","44.79","22.65","-25.18","5.79","82.38","42.28","153","Basic Materials","Chemical - Diversified ","-1.13"
"Lyft","LYFT","3","5780.31","15.27","9944077","-3.96","-13.63",".13","21.98","-30.5","9.16","3.16","24.57","12.65","165","Computer and Technology","Internet - Services","42.32"
"Lloyds Banking Group","LYG","3","85397.2","5.89","12173285","-.17","-2.48","2.43","79.36","-2.02","-41.55","24.97","6.28","4.39","62","Finance","Banks - Foreign","24.97"
"LSI Industries","LYTS","3","770.94","20.69","442409","3.45","5.62","-22.07","36.02","-.43","20.23","3.28","26.8","17.25","106","Construction","Building Products - Lighting","3.28"
"Live Nation Entertainment","LYV","3","39864.53","169.18","1860288","-1.35","-8.35","-7.33","69.32","4.67","8.83","1.69","188.46","125.61","27","Consumer Discretionary","Film and Television Production and Distribution",".34"
"LegalZoom.com","LZ","3","1019.03","5.95","2289238","-5.25","-.83","-2.62","9.17","-47.17","10.88","14.08","11.1","5.43","178","Industrial Products","Industrial Services","2.13"
"LaZBoy","LZB","4","1189.57","29.7","780319","-4.1","-7.53","-25.66","2.81","-29.75",".83","5.86","42.14","29.34","190","Consumer Discretionary","Furniture","3.86"
"Macy's","M","3","5795.51","22.19","6676295","-1.73","-4.27","-9.28","58.56","-11.28","-1.67","2.86","26.21","16.51","23","Retail-Wholesale","Retail - Regional Department Stores","3.29"
"Mastercard","MA","3","497267.03","567.65","2494864","-1.18","-5.37","11.38","74.9","-12.34","16.42","47.87","599.86","471.55","184","Business Services","Financial Transaction Services","46.34"
"MidAmerica Apartment Communities","MAA","3","13790.37","118.86","987037","-5.37","-10.74","-15.49","NA","-24.56",".83","18.17","142.19","118.86","106","Finance","REIT and Equity Trust - Residential","18.17"
"The Macerich Company","MAC","3","6402.77","22.58","3207879",".49","-7.31","-12.28","61.88","7.84","10.43","-16.37","26.51","16.2","184","Finance","REIT and Equity Trust - Retail","-16.85"
"Magnera Corporation","MAGN","NA","423.51","11.83","353370","3.32","-4.83","-.17","53.01","-31.11","46.5","-3.41","15.26","7.96","156","Construction","Engineering - R and D Services","-3.41"
