Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"TORM","TRMD","NA","3787.62","37.12","1621782","5.04","17.32","41.09","94.11","67.14","-14.09","48.48","38.23","19.39","59","Transportation","Transportation - Shipping","35.51"
"Trustmark","TRMK","3","2696.8","46.44","370731","-1.46","-.06",".82","82.43","5.12","18.31","27.43","48.52","36.68","72","Finance","Banks - Southeast","20.75"
"Trinity Industries","TRN","NA","2221.98","27.89","540316","-.68","-6.06","-20.04","22.7","-7","-29.95","10.62","38.07","24.9","50","Transportation","Transportation - Equipment and Leasing","16.62"
"Terreno Realty","TRNO","2","7233.45","66.38","683024","1.9","-3.67",".96","54.54","-.32","24.51","77.22","75.08","55.94","156","Finance","REIT and Equity Trust - Other","77.22"
"Tron Inc.","TRON","NA","706.83","1.49","1083465","-3.56","-26.96","1.02","12","5.94","9.97","-263.66","4.13","1.13","102","Finance","Financial - Miscellaneous Services","135.58"
"T. Rowe Price","TROW","3","22319.24","104.63","1358281","-1.11","-6.83","-8.52","51.96","-9.9","3.12","30.37","121.68","86.19","168","Finance","Financial - Investment Management","29.26"
"Tronox","TROX","3","688.31","4.31","2317212","-.23","-20.04","-33.08","18.82","-8.88","-5.73","-11.06","10.48","2.88","153","Basic Materials","Chemical - Diversified ","-17.96"
"TC Energy","TRP","3","60480","60.48","2127977","-1.14","-2.55","-11.71","50.62","-3.07","8.51","24.73","70.91","49.79","92","Oils-Energy","Alternative Energy - Other","22.91"
"TriMas","TRS","4","1358.19","37.86","303260","-.99","-4.32","-14.96","48.6","-5.84","12.66","7.98","45.03","31.08","227","Industrial Products","Metal Products - Procurement and Fabrication","104.22"
"TPG RE Finance Trust","TRTX","4","553.51","7.21","752867","-1.77","-7.8","-14.78","1.39","-26.17","-5.51","57.46","9.34","7.18","206","Finance","Real Estate - Operations","17.03"
"TransUnion","TRU","3","13682.16","71.41","2257811","-9.41","-15.86","-.53","24.9","-26.58","9.38","18.23","92.46","64.43","79","Business Services","Business - Information Services","15.08"
"Trupanion","TRUP","3","1096.81","25","435572","-4.4","-21.29","-1.81","14.92","-41.02","11.95","1.53","45.19","21.46","210","Finance","Insurance - Accident and Health","1.53"
"The Travelers Companies","TRV","2","77408.45","371.13","1400605","-1.83",".16","11.83","80.77","12.8","5.18","16.85","397.22","261.57","92","Finance","Insurance - Property and Casualty","16.95"
"TRX Gold Corporation","TRX","NA","433.39","1.32","3615774","2.33","9.09","56.88","48.44","26.37","39.98","-6.37","2.18",".51","202","Basic Materials","Mining - Gold","-16.67"
"Tenaris","TS","3","29999.78","55.97","1054634","1.51","4.77","-.02","73.46","28.33","-4.33","15.88","64.02","33.69","106","Industrial Products","Steel - Pipe and Tube","15.88"
"Tractor Supply Co.","TSCO","4","16955.46","32.33","8271633","-4.43","-9.99","3.62","10.38","-43.01","4.31","6.82","59.87","29.14","92","Retail-Wholesale","Retail - Miscellaneous","6.42"
"Tower Semiconductor","TSEM","NA","26293.06","233.82","1746660","22.34","10.76","-8.52","66.76","75.56","9.05","19.16","316.85","67.02","47","Computer and Technology","Electronics - Semiconductors","16.94"
"Tesla","TSLA","4","1482265.13","375.3","37393852","4.55","7.55","-8.87","40.19","-26.43","-2.93","5.92","489.88","298.32","44","Auto-Tires-Trucks","Automotive - Domestic","3.67"
"Sixth Street Specialty Lending","TSLX","3","1714.15","18.04","382216","-1.15","-4.6","5.56","24.86","-26.78","-6.94","43.76","23.6","16.2","91","Finance","Financial - SBIC & Commercial Industry","21.79"
"Taiwan Semiconductor","TSM","2","2308720.75","445.14","9319220","6.49","8.54","-2.19","84.75","29.14","35.9","50.31","477.57","264.87","11","Computer and Technology","Semiconductor - Circuit Foundry","50.31"
"Tyson Foods","TSN","4","18300.71","52.02","3637471","-2.14","-10.11","-11.3","7.21","-21.76","2.12","2.54","68.75","50.72","247","Consumer Staples","Food - Meat Products","1.03"
"TSS","TSSI","4","247.48","8.77","783036","3.79","4.65","-26.92","13.7","9.36","66.03","7.44","20.42","6.92","156","Construction","Engineering - R and D Services","7.44"
"Trane Technologies","TT","3","95340.45","433.32","1014647","1.72","-4.34","-9.79","44.78","-1.84","7.48","13.75","503.46","376.43","156","Business Services","Technology Services","13.28"
"ServiceTitan Inc.","TTAN","3","5453.33","56.53","3942684","-4.17","-40.89","-19.47","3.62","-53.2","24.5","11.96","117.16","54.25","85","Computer and Technology","Internet - Software","-12.12"
"Toro","TTC","2","8840.61","93.39","998741","-.24","-6.12","-4.37","75.21","4.59","-1.6","9.35","101.76","67.99","32","Consumer Discretionary","Tools - Handheld","7.64"
"The Trade Desk","TTD","4","6521.94","13.88","23641058","-7.28","4.6","-25.58","2.07","-67.76","18.47","26.65","54.13","13.03","165","Computer and Technology","Internet - Services","13.61"
"TotalEnergies","TTE","3","215935.03","90.06","1484579","-1.19",".79","15.95","90.22","21.37","-6.22","9.8","93.6","57.39","77","Oils-Energy","Oil and Gas - Integrated - International","8.29"
"Tetra Tech","TTEK","2","9207.36","35.96","1959701","-2.04","-2.44","24.51","59.53","-5.48","4.69","9.4","42.61","26.18","156","Construction","Engineering - R and D Services","8.6"
"Tetra Technologies","TTI","4","901.76","6.09","1888709","-5.87","-10.04","-46.49","11.63","-42.7","5.31","4.51","12.32","5.27","87","Oils-Energy","Oil and Gas - Field Services",".97"
"TTM Technologies","TTMI","1","13065.37","124.02","1813176","9.54","15.78","-33.61","42.46","58.46","18.98","9.85","221.47","52.12","39","Computer and Technology","Electronics - Miscellaneous Components","7.01"
"TakeTwo Interactive Software","TTWO","3","39250.94","209.92","2756003","-5.83","-10.1","-15.06","27.86","-27.72","18.16","10.72","262.29","189.69","156","Consumer Discretionary","Gaming","-4.79"
"TELUS","TU","4","13792.52","8.68","5908633","-5.24","-11.7","-19.56","NA","-41.9","-1.14","6.36","15.9","8.68","163","Utilities","Diversified Communication Services","-4.51"
"Tuya","TUYA","2","939.75","1.73","851542","-3.35","-1.7","-4.42","10.28","-27.72","7.76","22.32","2.69","1.62","85","Computer and Technology","Internet - Software","20.16"
"Grupo Televisa","TV","4","1366.73","2.57","1716089","8.44","-8.21","-6.88","30.4","-22.14","-10.1","-15.28","3.44","2.19","181","Consumer Discretionary","Media Conglomerates","-15.28"
"Travere Therapeutics","TVTX","3","5925.25","62.86","1320694","-4.45","-3.62","7.82","89.32","45.04","110.45","-7.27","67.52","23.9","165","Medical","Medical - Biomedical and Genetics","-7.35"
"Tradeweb Markets","TW","3","24444.25","104.45","1155961",".24","-3.63","13.41","36.93","-14.37","18.92","40.64","126.57","91.5","79","Finance","Financial - Investment Bank","40.66"
"Titan International","TWI","NA","475.03","7.36","556868","3.66","4.69","-6.24","18.88","-17.13","-.95","-.44","11.4","6.42","102","Auto-Tires-Trucks","Automotive - Original Equipment","-4.11"
"Twilio","TWLO","3","40860.22","266.06","1769814","14.74","19.53","33.85","100","64.91","13.66","15.78","266.06","100.09","85","Computer and Technology","Internet - Software","20.61"
"Twist Bioscience","TWST","4","10398.77","165.83","1659233","23.07","17.78","68.6","99.18","360.9","20.32","-30.34","166.99","25.45","165","Medical","Medical - Biomedical and Genetics","-31.66"
"Ternium","TX","1","11394.96","56.84","470080","1.57","3.14","30.61","94.7","31.22","-11.56","4.37","58.11","34.13","69","Basic Materials","Steel - Producers","4.37"
"10x Genomics","TXG","3","10306.03","79.1","2550729","12.82","23.98","112.92","100","327.57","5.25","-12.18","79.1","11.34","82","Medical","Medical Info Systems","-12.18"
"Texas Instruments","TXN","3","247371.39","270.87","5706290","2.83","4.61","-5.12","65.68","37.65","13.05","31.11","332.28","153.33","32","Computer and Technology","Semiconductor - General","31.11"
"TXNM Energy, Inc.","TXNM","3","6450.07","58.57","1547569","1.54","2.61","2.92","70.46","-12.3","9.86","12.73","59.48","56.4","92","Oils-Energy","Alternative Energy - Other","9.04"
"Texas Roadhouse","TXRH","3","10866.2","165.54","871137","-8.6","-19.36","-14.6","16.54","-12.08","9.39","6.63","214.28","155.88","175","Retail-Wholesale","Retail - Restaurants","6.63"
"Textron","TXT","3","13657.48","79.41","1734775","-1.45","-3.31","-11.91","1.57","-19.69","8.01","7.34","100.77","79.07","102","Aerospace","Aerospace - Defense","6.12"
"Tyler Technologies","TYL","3","13614.99","332.46","1007756","-7.53","-6.56","14.35","21.92","-35.43","9.1","20.9","536.16","275.27","106","Computer and Technology","Internet - Software and Services","13.36"
"Unity Software","U","2","19016.24","43.21","8355431","-.55","-6.39","52.63","80.64","-13.75","2.01","21.79","49.47","17.13","85","Computer and Technology","Internet - Software","-28.97"
"Under Armour","UA","NA","2010.27","4.68","2192420","-4.68","-10.52","-21.74","18.37","-14.04","-3.83","1.26","7.88","3.96","180","Consumer Discretionary","Textile - Apparel","-9.99"
"Under Armour","UAA","3","2048.93","4.77","7706702","-5.17","-11.17","-22.94","15.11","-15.39","-3.83","1.26","8.14","4.17","180","Consumer Discretionary","Textile - Apparel","-9.99"
"United Airlines","UAL","4","37129.14","114.39","3487386","4.98",".72","-15.39","57.33","-9.81","3.52","4.71","136.11","85.21","233","Transportation","Transportation - Airline","5.56"
"United States Antimony","UAMY","3","734.88","4.91","5994879","3.81","-3.73","-29.45","3.24","-13.77","162.81","-19.08","17.47","4.49","221","Basic Materials","Mining - Non Ferrous","-44.6"
"Uber Technologies","UBER","3","144694.95","70.84","17189614","-2.46","-10.66","-6.17","14.34","-23.57","18.28","21.75","100.1","65.94","165","Computer and Technology","Internet - Services","17.34"
"UBS","UBS","3","159509.64","51.06","1649401","-3.64","-4.93","3.17","75.87","-2.8","-9.98","18.01","55.72","36.41","62","Finance","Banks - Foreign","13.1"
"United Bankshares","UBSI","3","6369.3","46.76","975095","-1.95","-2.18","2.27","82.67","7.36","12.01","40.08","49.37","34.31","72","Finance","Banks - Southeast","27.97"
"United Community Banks","UCB","2","4170.71","34.59","731947","-2.23","-2.29","-2.18","69.32","-2.32","2.3","31.65","37.09","28.94","72","Finance","Banks - Southeast","24.43"
"Ultra Clean","UCTT","1","3274.71","73.05","741187","10.03",".37","-44.11","42.5","154.25","-2.08","3.18","142.59","21.65","24","Computer and Technology","Electronics - Manufacturing Machinery","-1.07"
"United Dominion Realty Trust","UDR","3","10887.64","33.89","3612984","-4.18","-11.72","-15.55","4.3","-18.54","2.42","30.64","41.24","33.56","106","Finance","REIT and Equity Trust - Residential","30.43"
"Urban Edge Properties","UE","3","2524.89","20","783264","-2.82","-7.41","-13.61","27.67","-8.12","6.06","13.99","23.92","18.5","184","Finance","REIT and Equity Trust - Retail","13.72"
"UFP Industries","UFPI","3","4427.81","80.27","413108","-.94","-10.04","-12.19","3.03","-22.28","-4.99","3.99","115.62","79.17","196","Construction","Building Products - Wood","3.99"
"UGI","UGI","4","7985.65","37.23","1927425","-1.3","-2.51","6.71","61.71","-12.31","1.07","8.96","40.63","31.75","181","Utilities","Utility - Gas Distribution","9.2"
"Ultrapar Participacoes","UGP","2","8477.85","7.6","3078997","2.15","13.1","50.2","100","77.73","3.05","2.28","7.6","3.63","106","Oils-Energy","Oil and Gas - Production and Pipelines","2.28"
"Universal Health Services","UHS","4","10298.57","174.74","705359",".86","-.94","18.85","32.59","-29.34","9.71","7.94","244.18","141.17","106","Medical","Medical - Hospital","8.42"
"Unisys","UIS","4","177.91","2.44","561917","-2.4","-7.22","-35.62","15.83","-22.06","-2.9","2.15","4.78","2","102","Computer and Technology","Computers - IT Services","-21.65"
"Frontier Group","ULCC","3","1408.92","6.12","2299192","8.7","5.7","-18.4","60.89","14.55","-1.35","-2.74","8.06","3.1","233","Transportation","Transportation - Airline","-9.29"
"UL Solutions Inc.","ULS","3","13389.89","66.32","717287","-4.58","-10.57","-33.73","5.6","-25.86","6.38","14.15","104.89","64.03","106","Business Services","Business - Services","16.02"
"Ulta Beauty","ULTA","3","23852.68","557.86","690429","1.68","3.55","21.51","41.83","-18.71","9.71","9.34","706.82","450.75","92","Retail-Wholesale","Retail - Miscellaneous","9.34"
"Unusual Machines, Inc.","UMAC","2","1211.44","24.25","2636941","7.02","-1.3","26.1","62.7","67.81","101.24","-4.12","34.06","7.76","75","Computer and Technology","Wireless Equipment","-20.29"
"UMB Financial","UMBF","2","10141.61","133.53","576528","-4.46","-7.25","-5.95","61.48","2.33","48.06","33.89","152.04","103.99","62","Finance","Banks - Midwest","21.64"
"United Microelectronics","UMC","1","64023.37","25.43","11649876","16.12","33.49","-5.25","87.73","185.24","6.74","33.18","28.01","6.99","47","Computer and Technology","Electronics - Semiconductors","33.18"
"UMH Properties","UMH","3","1346.53","15.77","732098",".83","-5.11","2.14","64.96","-12.61","8.81","11.55","16.66","14.12","106","Finance","REIT and Equity Trust - Residential","11.55"
"Unifirst","UNF","3","4774.22","264","354310","-2.25","-9.51",".02","75.4","20.66",".2","5.63","301.19","150.02","32","Industrial Products","Uniform and Related","4.65"
"United Natural Foods","UNFI","3","2788.46","46.23","665951","2.21","-4.76",".09","65.14","21.05","-1.99",".53","55.52","28.87","210","Consumer Staples","Food - Miscellaneous",".27"
"UnitedHealth Group","UNH","2","338895.88","377.56","4760309","-1.56","-5.32","-10.07","66.85",".83","11.81","3.76","436.35","259.02","32","Medical","Medical - HMOs","3.14"
"Uniti Group","UNIT","3","2296.18","9.46","1825447","-2.67","-3.96","-17.02","55.48","18.97","91.49","-14.51","12.75","5.36","218","Computer and Technology","Wireless National","28.68"
"Unum Group","UNM","4","14811.18","93.56","1865651","-1.43","4.55","4.34","88.38","6.43","1.46","10.32","96.57","70.66","210","Finance","Insurance - Accident and Health","5.26"
"Union Pacific","UNP","3","160180.58","269.63","2334658","-5.42","-12.98","-1.13","56.51","2.76","1.07","28.7","310.62","216.37","64","Transportation","Transportation - Rail","28.85"
"Upbound Group, Inc.","UPBD","4","984.68","16.89","782207","-7.45","-11.89","-19.03","7.03","-15.2","8.67","5.15","27.34","16.1","227","Finance","Financial - Leasing Companies","1.9"
"United Parcel Service","UPS","3","80611.55","94.75","4285894","-7.52","-7.76","-12.28","32.52","-15.79","-2.65","6.57","120","82.58","106","Transportation","Transportation - Air Freight and Cargo","5.08"
"Upstart","UPST","4","2489.27","25.58","3804662","-1.99","-14.42","-26.98","3.1","-48.43","63.99","16.47","68.05","24.22","102","Finance","Financial - Miscellaneous Services","4.84"
"Upwork","UPWK","NA","1045.44","8.37","2605540","-3.79","-2.33",".72","3.71","-62.77","2.4","12.94","22.11","7.84","165","Computer and Technology","Internet - Services","12.94"
"Upexi, Inc.","UPXI","NA","103.45","1.26","4850957","14.55","21.74","51.81","9.74","-33.88","58.11","-242.19","7.7",".57","156","Business Services","Technology Services","-984.34"
"Urban Outfitters","URBN","2","6356.84","74.21","1295937","-3.64","-2.42","3.85","62.62","-13.07","11.07","7.91","82.95","59.57","101","Retail-Wholesale","Retail - Apparel and Shoes","8.79"
"Ur Energy","URG","4","488.78","1.23","6059604","-1.6","-13.99","-6.82","9.38","-21.99","-19.28","-252.75","2.1","1.14","184","Basic Materials","Mining - Miscellaneous","-252.75"
"Urogen Pharma","URGN","2","2111.64","43.2","643352","1.31","-6.41","19.77","79.07","62.62","21.45","-51.73","50.29","16.42","165","Medical","Medical - Biomedical and Genetics","-51.73"
"United Rentals","URI","3","64104.79","1029.92","408135","3.63","-4.95","-8.26","70.31","12.19","4.91","17.03","1164.82","710.47","168","Construction","Building Products - Miscellaneous","15.67"
"Uranium Royalty","UROY","3","1599.37","4.24","4252445","NA","-2.97","50.35","57.19","5.59","1571","24.3","5.46","2.61","92","Oils-Energy","Alternative Energy - Other","25.88"
"USA Compression Partners","USAC","3","3794.62","26.18","474609","-1.91","-.98",".58","50.42",".35","5.01","13.03","30.3","21.99","64","Oils-Energy","Oil and Gas - Mechanical and and Equipment","12.43"
"Americas Gold and Silver","USAS","3","1697.55","5.02","3990654","4.37","-6.86","7.04","30.9","-13.39","17.71","3.99","10.03","2.78","184","Basic Materials","Mining - Miscellaneous","-26.67"
"U.S. Bancorp","USB","4","94168.63","60.44","7204786","-3.57","-3.17","-1.37","75.27","-.14",".35","27.24","65.42","45.28","175","Finance","Banks - Major Regional","18.49"
"US Foods","USFD","3","20382.68","94.22","2287598","-.61","-13.85","-8.02","59.11","10.28","4.08","2.42","110.94","70.05","210","Consumer Staples","Food - Miscellaneous","1.81"
"United Therapeutics","UTHR","3","21149.4","493.1","710879","-1.91","-3.86","-9.51","44.53","-10.78","10.61","41.56","596.76","409.87","165","Medical","Medical - Drugs","41.56"
"Universal Technical Institute","UTI","4","1140.87","20.72","1692568","1.92","-5.9","-49.89","1.33","-30.09","14.05","3.88","51.2","20.31","203","Consumer Discretionary","Schools","3.88"
"Utz Brands","UTZ","2","2047.14","14.22","1784295","-.07",".07","81.84","99.2","20.78","2.09","8.27","14.28","6.8","210","Consumer Staples","Food - Miscellaneous","-2"
